id_projeto,id_pessoa,categoria_membro,funcao_membro,data_inicio,data_fim,ch_dedicada,ch_execucao,ch_preparacao,ch_semanal,ano,a
2520.0,38609.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-03-05,2018-12-31,150.0,,,,2018.0,CCSA
2474.0,13881.0,DOCENTE,ORIENTADOR,2018-03-08,2018-12-31,1.0,,,,2018.0,CCSA
2329.0,12970.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-03-09,2018-12-31,480.0,,,,2018.0,CCEN
2735.0,14095.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,660.0,0.0,0.0,,2018.0,CCS
2764.0,12084.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-03-01,2018-12-31,68.0,,,,2018.0,CCA
2417.0,195725.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,12.0,,,,2018.0,CCAE
2197.0,164615.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-03-09,2018-12-31,800.0,,,,2018.0,CCTA
2699.0,197730.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,672.0,0.0,0.0,,2018.0,CT
2445.0,174892.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-03-09,2018-12-31,800.0,,,,2018.0,CCS
2472.0,19175.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-16,60.0,,,,2018.0,CCAE
2838.0,253686.0,DOCENTE,COLABORADOR(A),2018-03-13,2018-04-11,20.0,,,,2018.0,CCTA
2473.0,9117.0,DOCENTE,COORDENADOR(A),2018-07-05,2018-12-31,480.0,,,,2018.0,CCEN
2350.0,13038.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,800.0,0.0,0.0,,2018.0,CCS
2472.0,13448.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,800.0,0.0,0.0,,2018.0,CCAE
2721.0,5836.0,DOCENTE,ORIENTADOR,2018-03-09,2018-12-31,120.0,,,,2018.0,CCTA
2707.0,12789.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,870.0,,,,2018.0,CE
2427.0,9175.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,800.0,0.0,0.0,,2018.0,CCEN
2484.0,8463.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,480.0,,,,2018.0,CCS
2184.0,182709.0,DOCENTE,CONSULTOR / TUTOR,2018-03-09,2019-01-16,1.0,,,,2018.0,CI
2348.0,12326.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-03-09,2019-01-16,385.0,,,,2018.0,CCSA
2916.0,12259.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,230.0,0.0,0.0,,2018.0,CT
2186.0,23834.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,800.0,0.0,0.0,,2018.0,CI
2220.0,219297.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,800.0,0.0,0.0,,2018.0,CTDR
2427.0,9813.0,DOCENTE,ORIENTADOR,2018-03-09,2018-12-31,352.0,,,,2018.0,CCEN
2916.0,4761.0,DOCENTE,MINISTRANTE,2018-03-09,2018-12-31,20.0,,,,2018.0,CT
2841.0,11689.0,DOCENTE,COORDENADOR(A),2018-03-09,2019-01-09,320.0,0.0,0.0,,2018.0,CCHSA
2200.0,11310.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,800.0,0.0,0.0,,2018.0,CCS
2213.0,13461.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,100.0,,,,2018.0,CCM
2838.0,213382.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-03-09,2018-12-31,800.0,,,,2018.0,CCTA
2146.0,9486.0,DOCENTE,ASSESSOR,2018-03-19,2018-12-31,32.0,,,,2018.0,CCEN
2203.0,11553.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,1.0,,,,2018.0,CCHLA
2913.0,9764.0,DOCENTE,COLABORADOR(A),2018-03-10,2018-12-31,50.0,,,,2018.0,CCHSA
2846.0,268227.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-03-09,2018-12-31,310.0,,,,2018.0,CTDR
2294.0,12646.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-02-18,2018-12-18,300.0,,,,2018.0,CI
2627.0,195727.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,18.0,,,,2018.0,CCA
2263.0,451044.0,DOCENTE,COORDENADOR(A),2018-02-09,2018-12-10,800.0,0.0,0.0,,2018.0,CCHLA
2355.0,13961.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-02-26,2018-12-26,130.0,,,,2018.0,CCTA
2204.0,424769.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,400.0,0.0,0.0,,2018.0,CCAE
2204.0,14076.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-03-09,2018-12-31,400.0,,,,2018.0,CCAE
2206.0,199065.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,120.0,0.0,0.0,,2018.0,CCA
2614.0,378763.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,24.0,,,,2018.0,CT
2274.0,14525.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,500.0,,,,2018.0,CCS
2192.0,173527.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,800.0,0.0,0.0,,2018.0,CCS
2923.0,12122.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,250.0,0.0,0.0,,2018.0,CCJ
2730.0,213363.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-03-09,2018-12-31,60.0,,,,2018.0,CCTA
2329.0,13200.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,800.0,0.0,0.0,,2018.0,CCEN
2315.0,12509.0,DOCENTE,COLABORADOR(A),2018-03-01,2018-12-31,150.0,,,,2018.0,CCS
2197.0,13087.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,800.0,0.0,0.0,,2018.0,CCTA
2732.0,14051.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,700.0,0.0,0.0,,2018.0,CCTA
2783.0,11346.0,DOCENTE,COLABORADOR(A),2018-03-09,2019-01-16,100.0,,,,2018.0,REITORIA
2298.0,12913.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,800.0,0.0,0.0,,2018.0,CCAE
2199.0,13193.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,12.0,,,,2018.0,CCHLA
2785.0,7407.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-03-09,2018-12-31,480.0,,,,2018.0,CE
2925.0,178712.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,800.0,0.0,0.0,,2018.0,CCJ
2215.0,141786.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-03-05,2018-12-31,1.0,,,,2018.0,CCS
2297.0,13784.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,160.0,,,,2018.0,CCM
2215.0,11382.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-03-05,2018-12-31,1.0,,,,2018.0,CCS
2910.0,420004.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,10.0,,,,2018.0,CCJ
2210.0,8927.0,DOCENTE,COLABORADOR(A),2018-04-04,2018-12-31,800.0,,,,2018.0,CCSA
2621.0,11511.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,400.0,,,,2018.0,CCS
2200.0,10053.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,104.0,,,,2018.0,CCS
2297.0,14654.0,DOCENTE,COLABORADOR(A),2018-03-14,2018-12-31,1.0,,,,2018.0,CCM
2297.0,14666.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,160.0,,,,2018.0,CCM
2251.0,10572.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,640.0,0.0,0.0,,2018.0,CCM
2733.0,12253.0,DOCENTE,COLABORADOR(A),2018-02-24,2018-12-24,1.0,,,,2018.0,CCS
2733.0,5792.0,DOCENTE,COORDENADOR(A),2018-02-24,2018-12-24,200.0,0.0,0.0,,2018.0,CCS
2926.0,12763.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,400.0,0.0,0.0,,2018.0,CCHSA
2639.0,12079.0,DOCENTE,COORDENADOR(A),2018-02-19,2018-12-19,620.0,0.0,0.0,,2018.0,CCHLA
2589.0,405227.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,640.0,0.0,0.0,,2018.0,CCA
2535.0,8077.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,1.0,,,,2018.0,CCHSA
2432.0,12223.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-16,800.0,0.0,0.0,,2018.0,CCSA
2601.0,12161.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,320.0,0.0,0.0,,2018.0,CCHLA
2925.0,13575.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-03-09,2018-12-31,480.0,,,,2018.0,CCJ
2823.0,213357.0,DOCENTE,COORDENADOR(A),2018-03-01,2018-12-31,800.0,0.0,0.0,,2018.0,CCAE
2531.0,9789.0,DOCENTE,COORDENADOR(A),2018-02-28,2018-12-16,800.0,0.0,0.0,,2018.0,CE
2666.0,393805.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,82.0,,,,2018.0,CTDR
2499.0,9782.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,475.0,0.0,0.0,,2018.0,CCM
2733.0,7008.0,DOCENTE,COLABORADOR(A),2018-02-24,2018-12-24,1.0,,,,2018.0,CCS
2932.0,174219.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,400.0,,,,2018.0,CT
2368.0,12780.0,DOCENTE,ORIENTADOR,2018-03-09,2019-01-09,1.0,,,,2018.0,CCAE
2445.0,176587.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-03-09,2018-12-31,480.0,,,,2018.0,CCS
2482.0,12096.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,420.0,0.0,0.0,,2018.0,CCTA
2445.0,405230.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-03-09,2018-12-31,480.0,,,,2018.0,CCS
2382.0,12371.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,1.0,,,,2018.0,CCHLA
2806.0,13976.0,DOCENTE,COLABORADOR(A),2018-03-01,2018-12-31,100.0,,,,2018.0,CCJ
2368.0,10220.0,DOCENTE,COLABORADOR(A),2018-03-09,2019-01-09,1.0,,,,2018.0,CCAE
2818.0,36922.0,DOCENTE,COLABORADOR(A),2018-07-03,2018-11-30,60.0,,,,2018.0,CCHLA
2912.0,13254.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,12.0,,,,2018.0,CCJ
2541.0,272158.0,DOCENTE,CONSULTOR / TUTOR,2018-03-09,2018-12-31,20.0,,,,2018.0,CCTA
2425.0,176965.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,800.0,0.0,0.0,,2018.0,CCS
2449.0,12485.0,DOCENTE,COORDENADOR(A),2018-02-28,2018-12-31,280.0,0.0,0.0,,2018.0,CCS
2508.0,13513.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,380.0,,,,2018.0,CCS
2795.0,179.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,400.0,,,,2018.0,CCS
2317.0,14622.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,800.0,0.0,0.0,,2018.0,CCM
2448.0,197725.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,160.0,,,,2018.0,CEAR
2589.0,139339.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-03-09,2018-12-31,160.0,,,,2018.0,CCA
2341.0,200042.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,400.0,,,,2018.0,CBIOTEC
2912.0,12829.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,8.0,,,,2018.0,CCJ
2369.0,1475.0,DOCENTE,INSTRUTOR / SUPERVISOR,2018-03-01,2019-02-28,1.0,,,,2018.0,CTDR
2912.0,405228.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-03-09,2018-12-31,480.0,,,,2018.0,CCJ
2912.0,19208.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,800.0,0.0,0.0,,2018.0,CCJ
2666.0,213386.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,84.0,,,,2018.0,CTDR
2741.0,399802.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,40.0,,,,2018.0,CCA
2873.0,39444.0,DOCENTE,COORDENADOR(A),2018-03-09,2019-01-09,800.0,0.0,0.0,,2018.0,CE
2536.0,12391.0,DOCENTE,COLABORADOR(A),2018-02-16,2018-12-16,300.0,,,,2018.0,CCA
2440.0,12390.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,800.0,0.0,0.0,,2018.0,CCS
2632.0,11305.0,DOCENTE,COORDENADOR(A),2018-03-12,2018-12-31,20.0,,,,2018.0,CCS
2645.0,2166.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,576.0,0.0,0.0,,2018.0,CT
2549.0,29618.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,1.0,,,,2018.0,CCHSA
2593.0,13537.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-03-09,2018-12-31,480.0,,,,2018.0,CTDR
2593.0,19221.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,480.0,,,,2018.0,CTDR
2270.0,27808.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,520.0,0.0,0.0,,2018.0,CCS
2871.0,9400.0,DOCENTE,COORDENADOR(A),2018-03-09,2019-02-28,94.0,0.0,0.0,,2018.0,CCEN
2711.0,9447.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,800.0,0.0,0.0,,2018.0,CCHLA
2526.0,174005.0,DOCENTE,COORDENADOR(A),2018-02-16,2018-12-16,36.0,0.0,0.0,,2018.0,CCHLA
2801.0,9408.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-03-09,2018-12-31,510.0,,,,2018.0,CCS
2414.0,13604.0,DOCENTE,COLABORADOR(A),2018-03-09,2019-01-09,140.0,,,,2018.0,CT
2325.0,11899.0,DOCENTE,COLABORADOR(A),2018-05-01,2019-04-10,30.0,,,,2018.0,CCSA
2459.0,9499.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,800.0,0.0,0.0,,2018.0,CCA
2458.0,13426.0,DOCENTE,COORDENADOR(A),2018-02-16,2018-12-16,800.0,0.0,0.0,,2018.0,CCS
2931.0,11636.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-03-09,2019-01-09,410.0,,,,2018.0,CCS
2405.0,13643.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,800.0,0.0,0.0,,2018.0,CCS
2238.0,12304.0,DOCENTE,COORDENADOR(A),2018-02-20,2018-12-31,800.0,0.0,0.0,,2018.0,CCTA
2885.0,13692.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,180.0,0.0,0.0,,2018.0,CCS
2649.0,8484.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-05-14,400.0,0.0,0.0,,2018.0,CCHLA
2807.0,14624.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-03-09,2018-12-31,200.0,,,,2018.0,CCM
2633.0,13778.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,0.0,0.0,0.0,,2018.0,CCA
2593.0,19125.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,800.0,0.0,0.0,,2018.0,CTDR
2561.0,13711.0,DOCENTE,COORDENADOR(A),2018-02-21,2019-02-15,20.0,0.0,0.0,,2018.0,CCEN
2299.0,13050.0,DOCENTE,CONSULTOR / TUTOR,2018-03-09,2018-12-31,50.0,,,,2018.0,CCA
2174.0,14714.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,400.0,,,,2018.0,CCS
2174.0,15526.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,800.0,0.0,0.0,,2018.0,CCS
2753.0,427932.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,500.0,0.0,0.0,,2018.0,CE
2464.0,9166.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,800.0,0.0,0.0,,2018.0,CCS
2526.0,9751.0,DOCENTE,COLABORADOR(A),2018-02-16,2018-12-16,28.0,,,,2018.0,CCHLA
2461.0,110019.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,800.0,,,,2018.0,CCSA
2879.0,13102.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,700.0,,,,2018.0,CCHLA
2555.0,13971.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-03-27,20.0,0.0,0.0,,2018.0,CCS
2627.0,118919.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,40.0,0.0,0.0,,2018.0,CCA
2883.0,13470.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,550.0,0.0,0.0,,2018.0,CCA
2956.0,39688.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,780.0,0.0,0.0,,2018.0,CCSA
2505.0,8020.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,128.0,0.0,0.0,,2018.0,CCM
2857.0,117377.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-03-09,2019-01-09,50.0,,,,2018.0,CT
2877.0,336767.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-03-09,2018-12-31,240.0,,,,2018.0,CCS
2505.0,8267.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-03-09,2018-12-31,800.0,,,,2018.0,CCM
2869.0,13951.0,DOCENTE,COLABORADOR(A),2018-03-09,2019-01-09,100.0,,,,2018.0,CCEN
2684.0,11612.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,620.0,0.0,0.0,,2018.0,CT
2619.0,14016.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,410.0,,,,2018.0,CCHSA
2619.0,14529.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,410.0,,,,2018.0,CCHSA
2619.0,9628.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,150.0,,,,2018.0,CCHSA
2756.0,10201.0,DOCENTE,COORDENADOR(A),2018-03-09,2019-01-16,110.0,0.0,0.0,,2018.0,CCHSA
2458.0,183.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-02-16,2018-12-16,480.0,,,,2018.0,CCS
2468.0,12885.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,800.0,0.0,0.0,,2018.0,CCS
2890.0,9814.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,15.0,,,,2018.0,CCJ
2534.0,196826.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,200.0,,,,2018.0,CCA
2688.0,9637.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-16,400.0,0.0,0.0,,2018.0,CE
2762.0,13060.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,92.0,0.0,0.0,,2018.0,CCS
2297.0,110365.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,160.0,,,,2018.0,CCM
2898.0,14678.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,160.0,0.0,0.0,,2018.0,CCM
2890.0,168601.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,800.0,0.0,0.0,,2018.0,CCJ
2732.0,9886.0,DOCENTE,COLABORADOR(A),2018-03-15,2018-12-31,250.0,,,,2018.0,CCTA
2892.0,9811.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,800.0,0.0,0.0,,2018.0,CCJ
2687.0,40038.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,324.0,,,,2018.0,CCS
2530.0,13039.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,30.0,,,,2018.0,CCHLA
2288.0,182178.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-03-09,2018-12-31,800.0,,,,2018.0,CCHLA
2279.0,12991.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-03-01,2018-12-31,240.0,,,,2018.0,CTDR
2781.0,30084.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,8.0,,,,2018.0,CCS
2765.0,19237.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,450.0,0.0,0.0,,2018.0,CCS
2781.0,12313.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,8.0,,,,2018.0,CCS
2764.0,9314.0,DOCENTE,COORDENADOR(A),2018-03-01,2018-12-31,800.0,0.0,0.0,,2018.0,CCA
2968.0,13439.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,80.0,0.0,0.0,,2018.0,CEAR
2913.0,10422.0,DOCENTE,COORDENADOR(A),2018-03-10,2018-12-31,50.0,0.0,0.0,,2018.0,CCHSA
2975.0,19194.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,800.0,0.0,0.0,,2018.0,CCM
2947.0,13658.0,DOCENTE,COLABORADOR(A),2018-03-09,2019-02-01,240.0,,,,2018.0,CCS
2781.0,21703.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,10.0,,,,2018.0,CCS
2279.0,13437.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-03-01,2018-12-31,240.0,,,,2018.0,CTDR
2470.0,41611.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,400.0,,,,2018.0,CT
2176.0,407401.0,DOCENTE,COORDENADOR(A),2018-02-28,2018-12-28,800.0,0.0,0.0,,2018.0,CCTA
2851.0,9546.0,DOCENTE,COLABORADOR(A),2018-02-27,2018-12-28,165.0,,,,2018.0,CCAE
2513.0,175748.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,400.0,0.0,0.0,,2018.0,CCHLA
2731.0,12844.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-03-01,2018-12-31,280.0,,,,2018.0,CCAE
2533.0,119933.0,DOCENTE,COLABORADOR(A),2018-07-09,2018-12-31,119.0,,,,2018.0,CCAE
2533.0,220930.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,58.0,,,,2018.0,CCAE
2531.0,9435.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-02-28,2018-12-16,800.0,,,,2018.0,CE
2327.0,11428.0,DOCENTE,COORDENADOR(A),2018-02-19,2018-12-30,800.0,0.0,0.0,,2018.0,CE
2285.0,2277.0,DOCENTE,ORIENTADOR,2018-03-09,2018-12-31,640.0,,,,2018.0,PRAC
2754.0,19430.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-03-09,2018-12-31,260.0,,,,2018.0,CCS
2946.0,14462.0,DOCENTE,COLABORADOR(A),2018-03-01,2018-12-31,10.0,,,,2018.0,CCHSA
2913.0,75.0,DOCENTE,CONSULTOR / TUTOR,2018-05-05,2018-12-31,0.0,,,,2018.0,CCHSA
2504.0,41367.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,450.0,,,,2018.0,CT
2189.0,12379.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,800.0,0.0,0.0,,2018.0,CCS
2451.0,10413.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,200.0,0.0,0.0,,2018.0,CCS
2717.0,7505.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,160.0,,,,2018.0,CCS
2913.0,12718.0,DOCENTE,CONSULTOR / TUTOR,2018-05-05,2018-05-19,0.0,,,,2018.0,CCHSA
2201.0,12793.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,800.0,0.0,0.0,,2018.0,CCA
2495.0,13949.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,150.0,,,,2018.0,CCAE
2201.0,269958.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,480.0,,,,2018.0,CCA
2201.0,174156.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,480.0,,,,2018.0,CCA
2570.0,10765.0,DOCENTE,COLABORADOR(A),2018-03-01,2018-12-31,320.0,,,,2018.0,CCAE
2649.0,12082.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-05-02,2018-12-31,200.0,,,,2018.0,CCHLA
2631.0,9396.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,100.0,,,,2018.0,CCA
2362.0,13695.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,200.0,,,,2018.0,CE
2559.0,13055.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-03-09,2018-12-31,324.0,,,,2018.0,CCS
2311.0,12424.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-03-09,2018-12-31,400.0,,,,2018.0,CCHSA
2979.0,12316.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,400.0,0.0,0.0,,2018.0,CCHLA
2484.0,10759.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,480.0,,,,2018.0,CCS
2484.0,12103.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-03-09,2018-12-31,480.0,,,,2018.0,CCS
2413.0,11526.0,DOCENTE,COORDENADOR(A),2018-02-16,2018-12-16,800.0,0.0,0.0,,2018.0,CCHLA
2504.0,196802.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,800.0,0.0,0.0,,2018.0,CT
2504.0,372245.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,450.0,,,,2018.0,CT
2748.0,13783.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,50.0,,,,2018.0,CCAE
2777.0,372244.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,300.0,,,,2018.0,CCEN
2541.0,10502.0,DOCENTE,ASSESSOR,2018-03-09,2018-12-31,20.0,,,,2018.0,CCTA
2185.0,407393.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,800.0,0.0,0.0,,2018.0,CCTA
2735.0,351533.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-03-09,2018-12-31,216.0,,,,2018.0,CCS
2460.0,11916.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,800.0,0.0,0.0,,2018.0,CCHLA
2815.0,14017.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,100.0,,,,2018.0,CCA
2417.0,405082.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,12.0,,,,2018.0,CCAE
2417.0,349006.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,12.0,,,,2018.0,CCAE
2794.0,99.0,DOCENTE,ORIENTADOR,2018-02-28,2018-12-30,109.0,,,,2018.0,CCJ
2794.0,13716.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-02-28,2018-12-30,172.0,,,,2018.0,CCJ
2891.0,11292.0,DOCENTE,COLABORADOR(A),2018-02-20,2018-12-20,320.0,,,,2018.0,CCS
2214.0,12435.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,480.0,,,,2018.0,CCS
2214.0,15583.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,480.0,,,,2018.0,CCS
2214.0,19226.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,480.0,,,,2018.0,CCS
2280.0,183161.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,180.0,,,,2018.0,CCS
