id_projeto,id_pessoa,categoria_membro,funcao_membro,data_inicio,data_fim,ch_dedicada,ch_execucao,ch_preparacao,ch_semanal,ano,a,area
6266.0,413873.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-31,120.0,,,,2019.0,CCJ,Ciências Sociais Aplicadas
6138.0,353313.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-11,2019-12-31,9.0,,,,2019.0,CCA,Ciências Agrárias
6244.0,424862.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-10,2020-01-16,800.0,,,,2019.0,CCM,Ciências da Saúde
5954.0,500020.0,EXTERNO,COLABORADOR(A),2019-03-01,2019-12-31,800.0,,,,2019.0,CCS,Ciências da Saúde
5954.0,500022.0,EXTERNO,COLABORADOR(A),2019-03-01,2019-12-31,800.0,,,,2019.0,CCS,Ciências da Saúde
6266.0,423203.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-31,120.0,,,,2019.0,CCJ,Ciências Sociais Aplicadas
5685.0,12829.0,DOCENTE,COLABORADOR(A),2019-03-01,2019-12-31,480.0,,,,2019.0,CCHLA,Ciências Humanas
5947.0,120899.0,EXTERNO,COLABORADOR(A),2019-03-01,2019-12-31,60.0,,,,2019.0,CCAE,Ciências Biológicas
5947.0,493084.0,EXTERNO,COLABORADOR(A),2019-03-01,2019-12-31,1.0,,,,2019.0,CCAE,Ciências Biológicas
5816.0,363251.0,DISCENTE,ALUNO(A) BOLSISTA,2019-03-01,2019-12-31,800.0,,,,2019.0,CCS,Ciências da Saúde
5664.0,14624.0,DOCENTE,COLABORADOR(A),2019-03-01,2019-12-31,90.0,,,,2019.0,CCM,Ciências da Saúde
5791.0,12970.0,DOCENTE,MINISTRANTE,2019-03-01,2019-12-31,300.0,,,,2019.0,CCEN,Ciências da Saúde
5880.0,453454.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-06-10,2019-12-31,340.0,,,,2019.0,CCS,Ciências da Saúde
5948.0,196798.0,DOCENTE,COORDENADOR(A),2019-03-11,2019-12-31,800.0,0.0,0.0,,2019.0,CCS,Ciências da Saúde
5948.0,23493.0,SERVIDOR,COLABORADOR(A),2019-03-11,2019-12-31,120.0,,,,2019.0,CCS,Ciências da Saúde
5929.0,366284.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-31,100.0,,,,2019.0,CCA,Ciências Agrárias
5814.0,353135.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-04,2019-12-31,1.0,,,,2019.0,CCAE,Ciências Exatas e da Terra
5814.0,367466.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-02-25,2019-12-30,600.0,,,,2019.0,CCAE,Ciências Exatas e da Terra
6160.0,13193.0,DOCENTE,COLABORADOR(A),2019-03-01,2019-12-31,160.0,,,,2019.0,CCHLA,Multidisciplinar
5814.0,13949.0,DOCENTE,COORDENADOR(A),2019-02-25,2019-12-30,400.0,0.0,0.0,,2019.0,CCAE,Ciências Exatas e da Terra
6073.0,9345.0,DOCENTE,COLABORADOR(A),2019-03-01,2019-12-31,100.0,,,,2019.0,CCTA,Ciências Sociais Aplicadas
786.0,189175.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-10-02,2017-12-31,640.0,,,,2017.0,CCS,Ciências da Saúde
5818.0,195814.0,DOCENTE,COLABORADOR(A),2019-03-01,2019-12-31,27.0,,,,2019.0,CCHSA,Ciências Agrárias
786.0,112865.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-10-02,2017-12-31,640.0,,,,2017.0,CCS,Ciências da Saúde
5791.0,13200.0,DOCENTE,COORDENADOR(A),2019-03-01,2019-12-31,800.0,0.0,0.0,,2019.0,CCEN,Ciências da Saúde
5948.0,13692.0,DOCENTE,COLABORADOR(A),2019-03-11,2019-12-31,240.0,,,,2019.0,CCS,Ciências da Saúde
10441.0,387128.0,DISCENTE,ALUNO(A) BOLSISTA,2020-03-02,2020-12-31,0.0,,,,2020.0,CCS,Ciências da Saúde
5969.0,456088.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-16,1.0,,,,2019.0,CT,Engenharias
5535.0,159628.0,SERVIDOR,AUXILIAR TÉCNICO,2019-03-15,2020-01-29,5.0,,,,2019.0,CCEN,Multidisciplinar
6244.0,453830.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-10,2020-01-16,800.0,,,,2019.0,CCM,Ciências da Saúde
6220.0,397176.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-31,800.0,,,,2019.0,CE,Ciências Humanas
5978.0,13050.0,DOCENTE,COORDENADOR(A),2019-03-01,2019-12-31,100.0,0.0,0.0,,2019.0,CCA,Ciências Humanas
5678.0,372244.0,DOCENTE,COLABORADOR(A),2019-02-05,2019-12-16,1.0,,,,2019.0,CCEN,Ciências Humanas
5948.0,15906.0,SERVIDOR,INSTRUTOR / SUPERVISOR,2019-03-11,2019-12-31,120.0,,,,2019.0,CCS,Ciências da Saúde
5948.0,15643.0,SERVIDOR,COORDENADOR(A) ADJUNTO(A),2019-03-11,2019-12-31,120.0,,,,2019.0,CCS,Ciências da Saúde
5954.0,13791.0,DOCENTE,COLABORADOR(A),2019-03-01,2019-12-31,80.0,,,,2019.0,CCS,Ciências da Saúde
5756.0,356157.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-31,0.0,,,,2019.0,CCS,Ciências da Saúde
5954.0,450347.0,EXTERNO,COLABORADOR(A),2019-03-01,2019-12-31,800.0,,,,2019.0,CCS,Ciências da Saúde
5954.0,27923.0,EXTERNO,COLABORADOR(A),2019-03-01,2019-12-31,520.0,,,,2019.0,CCS,Ciências da Saúde
5954.0,10759.0,DOCENTE,COLABORADOR(A),2019-03-01,2019-12-31,160.0,,,,2019.0,CCS,Ciências da Saúde
5969.0,205235.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-16,10.0,,,,2019.0,CT,Engenharias
5764.0,159822.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-31,12.0,,,,2019.0,CCHLA,"Lingüística, Letras e Artes"
5948.0,204302.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-11,2019-12-31,400.0,,,,2019.0,CCS,Ciências da Saúde
6181.0,353501.0,DISCENTE,COLABORADOR(A),2019-03-01,2019-12-31,400.0,,,,2019.0,CCHSA,Ciências Humanas
6181.0,418154.0,DISCENTE,COLABORADOR(A),2019-03-01,2019-12-31,400.0,,,,2019.0,CCHSA,Ciências Humanas
6181.0,117778.0,SERVIDOR,COLABORADOR(A),2019-03-01,2019-12-31,400.0,,,,2019.0,CCHSA,Ciências Humanas
5820.0,12373.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2019-03-01,2019-12-31,450.0,0.0,0.0,,2019.0,CCHSA,Multidisciplinar
5660.0,389378.0,DISCENTE,COLABORADOR(A),2019-06-03,2019-12-31,84.0,,,,2019.0,CT,Ciências Sociais Aplicadas
2512.0,210697.0,DISCENTE,ALUNO(A) BOLSISTA,2018-03-09,2018-12-15,800.0,,,,2018.0,CCS,Ciências da Saúde
5818.0,202892.0,DISCENTE,COLABORADOR(A),2019-03-01,2019-12-31,25.0,,,,2019.0,CCHSA,Ciências Agrárias
5712.0,13802.0,SERVIDOR,COORDENADOR(A) ADJUNTO(A),2019-03-01,2019-12-31,800.0,,,,2019.0,CCJ,Ciências Sociais Aplicadas
6079.0,387424.0,DISCENTE,ALUNO(A) EM ATIVIDADE CURRICULAR,2019-03-01,2019-12-31,800.0,,,,2019.0,CCHLA,"Lingüística, Letras e Artes"
5698.0,14525.0,DOCENTE,COLABORADOR(A),2019-03-01,2019-12-31,400.0,,,,2019.0,CCS,Ciências da Saúde
5848.0,8446.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2019-03-01,2019-12-31,200.0,,,,2019.0,PRAC,Multidisciplinar
5688.0,11294.0,DOCENTE,COLABORADOR(A),2019-03-01,2019-12-31,352.0,,,,2019.0,CCS,Ciências da Saúde
5969.0,365414.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-16,1.0,,,,2019.0,CT,Engenharias
5767.0,456628.0,DISCENTE,COLABORADOR(A),2019-03-01,2019-12-31,20.0,,,,2019.0,CCS,Ciências da Saúde
6257.0,373763.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-31,800.0,,,,2019.0,CCM,Ciências da Saúde
6257.0,367238.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-31,800.0,,,,2019.0,CCM,Ciências da Saúde
6257.0,355195.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-31,800.0,,,,2019.0,CCM,Ciências da Saúde
5948.0,427534.0,EXTERNO,COLABORADOR(A),2019-03-11,2019-12-31,120.0,,,,2019.0,CCS,Ciências da Saúde
6101.0,352707.0,DISCENTE,ALUNO(A) BOLSISTA,2019-08-01,2019-12-31,20.0,,,,2019.0,CCS,Ciências da Saúde
6008.0,427040.0,DISCENTE,COLABORADOR(A),2019-07-01,2019-12-31,16.0,,,,2019.0,CCSA,Ciências Humanas
5549.0,19406.0,DOCENTE,COORDENADOR(A),2019-03-01,2019-12-31,20.0,0.0,0.0,,2019.0,CCSA,Ciências Sociais Aplicadas
6191.0,14665.0,DOCENTE,COORDENADOR(A),2019-03-01,2019-12-31,800.0,0.0,0.0,,2019.0,CCM,Ciências da Saúde
5708.0,221230.0,DISCENTE,MONITOR(A),2019-03-01,2019-12-31,125.0,,,,2019.0,CCM,Ciências da Saúde
5916.0,423591.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-31,800.0,,,,2019.0,CE,Ciências Humanas
5698.0,196491.0,DOCENTE,COLABORADOR(A),2019-03-01,2019-12-31,400.0,,,,2019.0,CCS,Ciências da Saúde
5658.0,9838.0,DOCENTE,COLABORADOR(A),2019-03-01,2019-12-31,800.0,,,,2019.0,CE,Multidisciplinar
5880.0,464593.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-06-10,2019-12-31,340.0,,,,2019.0,CCS,Ciências da Saúde
6008.0,492132.0,DISCENTE,COLABORADOR(A),2019-07-01,2019-12-31,16.0,,,,2019.0,CCSA,Ciências Humanas
5969.0,389212.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-02-16,2019-12-16,1.0,,,,2019.0,CT,Engenharias
5969.0,354880.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-16,100.0,,,,2019.0,CT,Engenharias
10091.0,13079.0,DOCENTE,COLABORADOR(A),2020-04-01,2020-12-31,180.0,,,,2020.0,CCS,Ciências da Saúde
5566.0,422437.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-31,50.0,,,,2019.0,CE,Ciências Humanas
5566.0,391598.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-31,55.0,,,,2019.0,CE,Ciências Humanas
6247.0,11204.0,DOCENTE,COLABORADOR(A),2019-03-01,2019-12-31,90.0,,,,2019.0,CCHLA,"Lingüística, Letras e Artes"
5708.0,12419.0,DOCENTE,INSTRUTOR / SUPERVISOR,2019-03-01,2019-12-31,150.0,,,,2019.0,CCM,Ciências da Saúde
5658.0,10394.0,DISCENTE,COLABORADOR(A),2019-04-10,2019-12-31,100.0,,,,2019.0,CE,Multidisciplinar
5772.0,492992.0,EXTERNO,COLABORADOR(A),2019-03-01,2019-12-31,200.0,,,,2019.0,CCHSA,Multidisciplinar
6276.0,322981.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-31,20.0,,,,2019.0,CCS,Ciências da Saúde
5566.0,351788.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-31,160.0,,,,2019.0,CE,Ciências Humanas
5514.0,452230.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-04-01,2019-12-31,0.0,,,,2019.0,CCHLA,Ciências Humanas
5698.0,450166.0,EXTERNO,COORDENADOR(A) ADJUNTO(A),2019-03-01,2019-12-31,500.0,,,,2019.0,CCS,Ciências da Saúde
5716.0,386722.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-31,216.0,,,,2019.0,CCSA,"Lingüística, Letras e Artes"
5643.0,200042.0,DOCENTE,COLABORADOR(A),2019-03-01,2019-12-31,60.0,,,,2019.0,CBIOTEC,Multidisciplinar
5975.0,455492.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-10-09,2019-12-16,120.0,,,,2019.0,CCJ,Ciências Sociais Aplicadas
5643.0,365634.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-31,600.0,,,,2019.0,CBIOTEC,Multidisciplinar
5667.0,110757.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-31,200.0,,,,2019.0,CCTA,"Lingüística, Letras e Artes"
5658.0,396384.0,DISCENTE,COLABORADOR(A),2019-03-01,2019-12-31,150.0,,,,2019.0,CE,Multidisciplinar
5745.0,19430.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2019-03-01,2019-12-31,182.0,,,,2019.0,CCM,Ciências da Saúde
5598.0,407393.0,DOCENTE,COORDENADOR(A),2019-03-01,2019-12-31,800.0,0.0,0.0,,2019.0,CCTA,Ciências Sociais Aplicadas
5880.0,389019.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-06-10,2019-12-31,340.0,,,,2019.0,CCS,Ciências da Saúde
2883.0,192558.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2018-03-09,2018-12-31,490.0,,,,2018.0,CCA,Ciências Agrárias
5912.0,13643.0,DOCENTE,COORDENADOR(A),2019-03-01,2019-12-31,480.0,0.0,0.0,,2019.0,CCS,Ciências da Saúde
5880.0,366546.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-06-10,2019-12-31,340.0,,,,2019.0,CCS,Ciências da Saúde
735.0,13643.0,DOCENTE,COORDENADOR(A),2017-05-01,2017-12-31,640.0,0.0,0.0,,2017.0,CCS,Ciências da Saúde
1386.0,3665.0,EXTERNO,MINISTRANTE,2017-11-20,2017-12-31,4.0,,,,2017.0,CCS,Ciências da Saúde
1386.0,457827.0,EXTERNO,MINISTRANTE,2017-10-07,2017-12-31,24.0,,,,2017.0,CCS,Ciências da Saúde
1386.0,11511.0,DOCENTE,COLABORADOR(A),2017-05-15,2017-12-31,128.0,,,,2017.0,CCS,Ciências da Saúde
1386.0,19237.0,DOCENTE,COLABORADOR(A),2017-05-15,2017-12-31,128.0,,,,2017.0,CCS,Ciências da Saúde
1386.0,9814.0,DOCENTE,COLABORADOR(A),2017-05-15,2017-12-31,128.0,,,,2017.0,CCS,Ciências da Saúde
1386.0,449580.0,EXTERNO,MINISTRANTE,2017-08-07,2017-12-31,40.0,,,,2017.0,CCS,Ciências da Saúde
5729.0,12999.0,DOCENTE,COLABORADOR(A),2019-03-01,2019-12-31,160.0,,,,2019.0,CT,Engenharias
5729.0,12121.0,DOCENTE,COLABORADOR(A),2019-03-01,2019-12-31,160.0,,,,2019.0,CT,Engenharias
5728.0,405233.0,DOCENTE,COLABORADOR(A),2019-02-16,2019-12-16,200.0,,,,2019.0,CCA,Ciências da Saúde
5956.0,422364.0,DISCENTE,ALUNO(A) BOLSISTA,2019-03-01,2019-12-31,800.0,,,,2019.0,CTDR,Ciências Agrárias
5956.0,19125.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2019-03-01,2019-12-31,640.0,,,,2019.0,CTDR,Ciências Agrárias
5542.0,6279.0,SERVIDOR,COORDENADOR(A),2019-03-01,2019-12-31,800.0,0.0,0.0,,2019.0,PRAC,Ciências da Saúde
6128.0,2734.0,DOCENTE,COLABORADOR(A),2019-03-01,2019-12-31,320.0,,,,2019.0,CCHSA,Ciências Agrárias
6128.0,11689.0,DOCENTE,COLABORADOR(A),2019-03-01,2019-12-31,320.0,,,,2019.0,CCHSA,Ciências Agrárias
5673.0,455108.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-31,20.0,,,,2019.0,CCS,Ciências da Saúde
2311.0,195814.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,400.0,0.0,0.0,,2018.0,CCHSA,Ciências Agrárias
6124.0,12780.0,DOCENTE,COORDENADOR(A),2019-03-01,2019-12-31,800.0,0.0,0.0,,2019.0,CCAE,Ciências Exatas e da Terra
6248.0,485304.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-10-01,2019-12-31,80.0,,,,2019.0,CI,Ciências Exatas e da Terra
5717.0,365141.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-31,400.0,,,,2019.0,CT,Engenharias
6146.0,452583.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-08,2019-12-31,800.0,,,,2019.0,CCAE,"Lingüística, Letras e Artes"
5705.0,168601.0,DOCENTE,COORDENADOR(A),2019-03-11,2019-12-31,510.0,0.0,0.0,,2019.0,CCJ,Ciências Sociais Aplicadas
6003.0,13254.0,DOCENTE,COLABORADOR(A),2019-03-01,2019-12-31,100.0,,,,2019.0,CCS,Ciências Humanas
6154.0,356860.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-31,1.0,,,,2019.0,CT,Engenharias
6153.0,13277.0,DOCENTE,MINISTRANTE,2019-03-11,2019-12-31,1.0,,,,2019.0,CE,Ciências Humanas
6248.0,12646.0,DOCENTE,COORDENADOR(A),2019-03-01,2019-12-31,210.0,0.0,0.0,,2019.0,CI,Ciências Exatas e da Terra
2613.0,9292.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,0.0,0.0,0.0,,2018.0,CCS,Ciências da Saúde
6044.0,184680.0,EXTERNO,COLABORADOR(A),2019-03-01,2019-12-31,600.0,,,,2019.0,CCHLA,Ciências Humanas
6248.0,384171.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-03-01,1.0,,,,2019.0,CI,Ciências Exatas e da Terra
5667.0,158782.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-31,100.0,,,,2019.0,CCTA,"Lingüística, Letras e Artes"
6248.0,453827.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-08-20,2019-12-31,80.0,,,,2019.0,CI,Ciências Exatas e da Terra
5842.0,457874.0,EXTERNO,COLABORADOR(A),2019-03-01,2019-12-31,100.0,,,,2019.0,CI,Ciências Exatas e da Terra
9965.0,14436.0,DOCENTE,COLABORADOR(A),2020-04-01,2020-12-31,30.0,,,,2020.0,CCHLA,Ciências Humanas
2422.0,195814.0,DOCENTE,COLABORADOR(A),2018-02-16,2018-12-16,50.0,,,,2018.0,CCHSA,Ciências Agrárias
6005.0,7407.0,DOCENTE,COLABORADOR(A),2019-03-01,2019-12-31,560.0,,,,2019.0,CE,Ciências Humanas
6248.0,354527.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-31,140.0,,,,2019.0,CI,Ciências Exatas e da Terra
5689.0,385369.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-31,232.0,,,,2019.0,CCEN,Ciências Exatas e da Terra
5724.0,455710.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-31,130.0,,,,2019.0,CCA,Ciências Agrárias
5917.0,170681.0,DOCENTE,COLABORADOR(A),2019-03-01,2019-12-31,100.0,,,,2019.0,CTDR,Multidisciplinar
6061.0,9814.0,DOCENTE,COORDENADOR(A),2019-03-01,2019-12-31,80.0,0.0,0.0,,2019.0,CCS,Ciências da Saúde
5744.0,356600.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-31,800.0,,,,2019.0,CCA,Ciências Agrárias
5700.0,495142.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-08-01,2019-12-31,190.0,,,,2019.0,CCAE,Multidisciplinar
5707.0,457772.0,EXTERNO,COLABORADOR(A),2019-03-01,2019-12-31,600.0,,,,2019.0,CCM,Ciências da Saúde
5707.0,492673.0,EXTERNO,COLABORADOR(A),2019-03-01,2019-12-31,1200.0,,,,2019.0,CCM,Ciências da Saúde
5707.0,492677.0,EXTERNO,COLABORADOR(A),2019-03-01,2019-12-31,600.0,,,,2019.0,CCM,Ciências da Saúde
5707.0,26329.0,EXTERNO,COLABORADOR(A),2019-03-01,2019-12-31,500.0,,,,2019.0,CCM,Ciências da Saúde
5952.0,13470.0,DOCENTE,COORDENADOR(A),2019-03-01,2019-12-31,390.0,0.0,0.0,,2019.0,CCA,Ciências Agrárias
5744.0,415952.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-31,800.0,,,,2019.0,CCA,Ciências Agrárias
5724.0,332954.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-31,140.0,,,,2019.0,CCA,Ciências Agrárias
6058.0,12834.0,DOCENTE,COLABORADOR(A),2019-03-01,2019-12-31,2.0,,,,2019.0,CCS,Ciências da Saúde
6248.0,425234.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-10-01,2019-12-31,80.0,,,,2019.0,CI,Ciências Exatas e da Terra
6114.0,373824.0,DISCENTE,ALUNO(A) BOLSISTA,2019-03-01,2019-12-31,500.0,,,,2019.0,CT,Ciências Humanas
5823.0,9499.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2019-03-01,2019-12-31,300.0,,,,2019.0,CCA,Ciências Agrárias
6276.0,426052.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-31,20.0,,,,2019.0,CCS,Ciências da Saúde
5934.0,186618.0,DISCENTE,ALUNO(A) BOLSISTA,2019-03-01,2019-12-31,800.0,,,,2019.0,CCEN,Ciências Biológicas
5655.0,14436.0,DOCENTE,COORDENADOR(A),2019-03-01,2019-12-31,1096.0,0.0,0.0,,2019.0,CCHLA,Ciências da Saúde
6058.0,393802.0,DOCENTE,COLABORADOR(A),2019-03-01,2019-12-31,2.0,,,,2019.0,CCS,Ciências da Saúde
5566.0,324732.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-31,55.0,,,,2019.0,CE,Ciências Humanas
5818.0,10422.0,DOCENTE,COLABORADOR(A),2019-03-01,2019-12-31,27.0,,,,2019.0,CCHSA,Ciências Agrárias
6090.0,13806.0,DOCENTE,COORDENADOR(A),2019-03-01,2019-12-31,800.0,0.0,0.0,,2019.0,CCTA,"Lingüística, Letras e Artes"
5704.0,11466.0,DOCENTE,COLABORADOR(A),2019-03-01,2019-12-31,133.0,,,,2019.0,CCSA,Ciências Sociais Aplicadas
5700.0,456762.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-08-01,2019-12-31,100.0,,,,2019.0,CCAE,Multidisciplinar
6114.0,416462.0,DISCENTE,ALUNO(A) BOLSISTA,2019-03-01,2019-12-31,1.0,,,,2019.0,CT,Ciências Humanas
5658.0,43289.0,EXTERNO,COLABORADOR(A),2019-03-01,2019-12-31,150.0,,,,2019.0,CE,Multidisciplinar
5825.0,12714.0,DOCENTE,COLABORADOR(A),2019-03-01,2019-12-31,100.0,,,,2019.0,CCS,Ciências da Saúde
6048.0,13575.0,DOCENTE,COORDENADOR(A),2019-03-01,2019-12-31,800.0,0.0,0.0,,2019.0,CCJ,Ciências Sociais Aplicadas
5952.0,355305.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-31,440.0,,,,2019.0,CCA,Ciências Agrárias
6194.0,12881.0,DOCENTE,COORDENADOR(A),2019-03-01,2019-12-31,80.0,0.0,0.0,,2019.0,CEAR,Engenharias
6267.0,14462.0,DOCENTE,COLABORADOR(A),2019-03-01,2019-12-31,120.0,,,,2019.0,CCHSA,Ciências Sociais Aplicadas
6267.0,11431.0,DOCENTE,COLABORADOR(A),2019-03-01,2019-12-31,120.0,,,,2019.0,CCHSA,Ciências Sociais Aplicadas
6062.0,13971.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2019-03-01,2019-12-31,480.0,,,,2019.0,CCS,Ciências da Saúde
5688.0,452570.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-08-21,2019-12-31,400.0,,,,2019.0,CCS,Ciências da Saúde
2685.0,467792.0,EXTERNO,MONITOR(A),2018-04-17,2018-12-31,640.0,,,,2018.0,CCS,Ciências da Saúde
2685.0,10432.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-03-09,2018-12-31,70.0,,,,2018.0,CCS,Ciências da Saúde
2685.0,399038.0,EXTERNO,INSTRUTOR / SUPERVISOR,2018-03-09,2018-12-31,40.0,,,,2018.0,CCS,Ciências da Saúde
2685.0,159178.0,EXTERNO,INSTRUTOR / SUPERVISOR,2018-03-09,2018-04-02,676.0,,,,2018.0,CCS,Ciências da Saúde
5686.0,144721.0,EXTERNO,COLABORADOR(A),2019-04-01,2019-12-31,100.0,,,,2019.0,CCM,Ciências da Saúde
6048.0,13254.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2019-03-01,2019-12-31,1.0,,,,2019.0,CCJ,Ciências Sociais Aplicadas
6090.0,421990.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-31,450.0,,,,2019.0,CCTA,"Lingüística, Letras e Artes"
6266.0,459169.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-31,120.0,,,,2019.0,CCJ,Ciências Sociais Aplicadas
6266.0,355958.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-31,120.0,,,,2019.0,CCJ,Ciências Sociais Aplicadas
5952.0,159224.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-31,290.0,,,,2019.0,CCA,Ciências Agrárias
5693.0,19199.0,DOCENTE,COORDENADOR(A),2019-03-01,2019-12-31,800.0,0.0,0.0,,2019.0,CCSA,Ciências Sociais Aplicadas
5706.0,356536.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-31,560.0,,,,2019.0,PRAC,"Lingüística, Letras e Artes"
5766.0,417660.0,DISCENTE,ALUNO(A) BOLSISTA,2019-03-01,2019-12-16,800.0,,,,2019.0,CCEN,Multidisciplinar
5952.0,462157.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-31,320.0,,,,2019.0,CCA,Ciências Agrárias
5969.0,201856.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-02-16,2019-12-16,1.0,,,,2019.0,CT,Engenharias
5969.0,412050.0,DOCENTE,COORDENADOR(A),2019-02-16,2019-12-16,800.0,0.0,0.0,,2019.0,CT,Engenharias
5969.0,492690.0,EXTERNO,INSTRUTOR / SUPERVISOR,2019-02-16,2019-12-16,50.0,,,,2019.0,CT,Engenharias
5678.0,385878.0,DISCENTE,ALUNO(A) BOLSISTA,2019-03-01,2019-12-16,800.0,,,,2019.0,CCEN,Ciências Humanas
5929.0,352780.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-31,260.0,,,,2019.0,CCA,Ciências Agrárias
5718.0,200042.0,DOCENTE,COLABORADOR(A),2019-03-01,2019-12-31,400.0,,,,2019.0,CCS,Ciências da Saúde
5825.0,12797.0,DOCENTE,COLABORADOR(A),2019-03-01,2019-12-31,100.0,,,,2019.0,CCS,Ciências da Saúde
